image,ground_truth,source,path,mask_coverage,median_h,std_h,median_s,median_v,green_ratio,dark_ratio,bright_ratio
ANG0007.jpg,acceptable,manual_ground_truth,ai_service/datasets/watermelon/raw/external/ANG0007.jpg,0.43421728286384975,79.0,30.036325454711914,75.0,90.0,0.6457660458000437,0.24212584084120548,0.011656426819495374
ANG0003.jpg,acceptable,manual_ground_truth,ai_service/datasets/watermelon/raw/own/ANG0003.jpg,0.3567262703801692,40.0,7.7267842292785645,119.0,165.0,0.979138959607858,0.02456586996998138,0.4017460196830946
ANG0032.jpg,acceptable,manual_ground_truth,ai_service/datasets/watermelon/raw/own/ANG0032.jpg,0.4098645833333333,36.0,28.955934524536133,66.0,189.0,0.520497128161934,0.008297416689814607,0.5492334298079766
ANG0027.jpg,balanced,manual_ground_truth,ai_service/datasets/watermelon/raw/own/ANG0027.jpg,0.37366913580246913,44.0,49.15523910522461,187.0,139.0,0.5678786574870912,0.1827667814113597,0.37032056798623064
ANG0017.jpg,acceptable,manual_ground_truth,ai_service/datasets/watermelon/raw/own/ANG0017.jpg,0.3655953791469194,26.0,17.82560157775879,146.0,126.0,0.26145541621007345,0.20621778481269532,0.32882828036852146
ANG0011.jpg,poor,manual_ground_truth,ai_service/datasets/watermelon/raw/external/ANG0011.jpg,0.436025390625,25.0,6.215935230255127,59.0,187.0,0.23267363664460572,0.0011083756967313575,0.579936268397438
ANG0026.jpg,acceptable,manual_ground_truth,ai_service/datasets/watermelon/raw/own/ANG0026.jpg,0.32064473667062,53.0,10.237604141235352,70.0,64.0,0.9926607264921391,0.5551105088323119,0.017376809334788395
ANG0009.jpg,poor,manual_ground_truth,ai_service/datasets/watermelon/raw/external/ANG0009.jpg,0.5267903645833333,29.0,3.0395374298095703,112.0,195.0,0.4136815674244861,0.005263092793706553,0.8313027236969053
ANG0019.jpg,balanced,manual_ground_truth,ai_service/datasets/watermelon/raw/own/ANG0019.jpg,0.4583564814814815,46.0,7.387203693389893,183.0,149.0,0.9968809535852174,0.11564075329185844,0.3328444017331782
ANG0013.jpg,acceptable,visual_ground_truth_chatgpt,ai_service/datasets/watermelon/raw/external/ANG0013.jpg,0.29534505208333334,36.0,9.345905303955078,81.0,204.0,0.8501747217291311,0.0009601321856404416,0.6999028703486619
ANG0002.jpg,acceptable,visual_ground_truth_chatgpt,ai_service/datasets/watermelon/raw/own/ANG0002.jpg,0.45025470219435737,28.0,4.549469470977783,162.0,217.0,0.4352218499340035,0.0,0.8956891925213583
ANG0004.jpg,balanced,visual_ground_truth_chatgpt,ai_service/datasets/watermelon/raw/own/ANG0004.jpg,0.47940839421286346,43.0,2.9159371852874756,126.0,105.0,0.9999304681578929,0.16686946787281234,0.09918021958155737
ANG0015.jpg,balanced,visual_ground_truth_chatgpt,ai_service/datasets/watermelon/raw/own/ANG0015.jpg,0.3271412037037037,42.0,11.26950454711914,129.0,107.0,0.924384867977149,0.2698034276460798,0.19523413251765553
ANG0016.jpg,balanced,visual_ground_truth_chatgpt,ai_service/datasets/watermelon/raw/own/ANG0016.jpg,0.21911296987303097,42.0,6.1533894538879395,149.0,134.0,1.0,0.12408551967709384,0.14865035317860747
ANG0018.jpg,balanced,visual_ground_truth_chatgpt,ai_service/datasets/watermelon/raw/own/ANG0018.jpg,0.3410156699648164,45.0,60.28597640991211,119.0,129.0,0.641653720267274,0.08328934071403792,0.22712258103440475
ANG0020.jpg,balanced,visual_ground_truth_chatgpt,ai_service/datasets/watermelon/raw/own/ANG0020.jpg,0.4444444444444444,40.0,11.688458442687988,140.0,116.0,0.9193210184722915,0.13509735396904643,0.07733399900149775
ANG0023.jpg,acceptable,visual_ground_truth_chatgpt,ai_service/datasets/watermelon/raw/own/ANG0023.jpg,0.3057676441911048,43.0,19.729639053344727,179.0,82.0,0.9148546770320869,0.40008731131521064,0.0
ANG0024.jpg,balanced,visual_ground_truth_chatgpt,ai_service/datasets/watermelon/raw/own/ANG0024.jpg,0.1660148148148148,50.0,12.923686981201172,162.0,94.0,0.9815099789294254,0.32952958166623264,0.0553753640000947
ANG0028.jpg,acceptable,visual_ground_truth_chatgpt,ai_service/datasets/watermelon/raw/own/ANG0028.jpg,0.48206640625,27.0,4.40761137008667,163.0,221.0,0.3891207286340542,0.0,0.9143093291413106
ANG0029.jpg,acceptable,visual_ground_truth_chatgpt,ai_service/datasets/watermelon/raw/own/ANG0029.jpg,0.49626561413513826,36.0,20.84681510925293,118.0,153.0,0.5453151030027223,0.08238186176912762,0.3893482589086181
ANG0031.jpg,poor,visual_ground_truth_chatgpt,ai_service/datasets/watermelon/raw/own/ANG0031.jpg,0.6174096261930143,37.0,10.427478790283203,188.0,62.0,0.9893681917211329,0.5892113289760349,0.028557734204793028
